CompanyID	Userid_login	LdapCompanyTypeAttribute
73174	ddusenberr	WTYD,RESD,CSLD
73174	gyork2	WTYD,RESD,CSLD
73280	bross6	IDIS
73280	gkircher	IDIS
73280	smichalits	IDIS
73280	tevans10	IDIS
73327	gramirez2	WTYR,RESR
73487	mjaeger	WTYR,RESR
73512	bking17	WTYR,RESR,CMLR
73591	mhoule	WTYR,RESR
73658	rnattefor1	IDIS
73846	rdugas2	WTYR,RESR
73846	rquinton	WTYR,RESR
73897	jcurley1	CEGR
73933	dwilliam85	WTYR,RESR
73933	sdouglas	WTYR,RESR
74026	bgitzinger	WTYR,RESR
74137	plund	RESR
74280	cpatterso2	WTYR,RESR
74280	mweiss4	WTYR,RESR
74366	cstreeter1	WTYR,RESR
74367	rgarrido	WTYR,RESR,CMLR
74370	mcrescenze	WTYR,RESR
74397	eholley	WTYD,RESD,CSLD
74397	hmcaffee	WTYD,RESD,CSLD
74397	jstuart4	WTYD,RESD,CSLD
74397	njennings	WTYD,RESD,CSLD
74397	tjohnson69	WTYD,RESD,CSLD
74447	jshipp1	WTYR,RESR
74449	mmacnider	WTYR,RESR
74710	scleavelan	WTYR,RESR
74749	dadams18	WTYR,RESR
74946	cchoinsky	RESD,CSLD
74946	dbullerjah	RESD,CSLD
74946	kbricco	RESD,CSLD
74946	mkirchner	RESD,CSLD
74946	mlinn2	RESD,CSLD
74946	wbower	RESD,CSLD
74983	mpancone1	WTYR,RESR
75036	mborders	WTYR,RESR
75069	mschmitz3	WTYR,RESR
75077	ccorressel	WTYR,RESR
75114	mcohen3	WTYR,RESR
75228	aschwarz	WTYR,RESR
75329	avincelli	WTYD,RESD,CSLD
75329	bkodosky1	WTYD,RESD,CSLD
75329	bsoboslay	WTYD,RESD,CSLD
75329	dbania	WTYD,RESD,CSLD
75329	dclark21	WTYD,RESD,CSLD
75329	dwight1	WTYD,RESD,CSLD
75329	glipscomb	WTYD,RESD,CSLD
75329	jbishop2	WTYD,RESD,CSLD
75329	jdoran	WTYD,RESD,CSLD
75329	jprice14	WTYD,RESD,CSLD
75329	mroark	WTYD,RESD,CSLD
75329	rdempsey	WTYD,RESD,CSLD
75329	rrichard2	WTYD,RESD,CSLD
75329	sfisher5	WTYD,RESD,CSLD
75329	tteitel	WTYD,RESD,CSLD
75329	wfiala1	WTYD,RESD,CSLD
75343	rthomas9	WTYR,RESR
75428	amundahl	WTYR,RESR
75506	kboggs3	WTYR,RESR
75526	mbianco2	WTYR,RESR
75562	aevans8	WTYR,RESR
75563	cryan1	WTYR,RESR
75563	jbrown84	WTYR,RESR
75563	shubers	WTYR,RESR
75650	mjamison2	WTYR,RESR
75722	gpelletier	WTYR,RESR
75840	pkiefhabe1	WTYR,RESR
75899	jgodwin1	WTYR,RESR
75946	swright6	WTYR,RESR
76070	cklink	MAGR
76170	DJACKSON41	WTYR,RESR
76196	dlee12	WTYR,RESR
76215	tmonroe1	WTYR,RESR
76432	rschiffer	WTYR,RESR
76474	gsisson1	WTYR,RESR
76575	siselin1	WTYR,RESR
76583	ecampagna	RESR
76620	borr	WTYR,RESR
76620	sblackbur1	WTYR,RESR
76812	jpignatari	WTYR,RESR
76834	swarner3	WTYR,RESR
76843	mmilligan1	WTYR,RESR
76857	sfisher6	WTYR,RESR
77285	jparker2	WTYR,RESR
77285	mknox	WTYR,RESR
77509	arodrigue8	CEGR
77539	dmorse3	WTYR,RESR
77539	rbrown11	WTYR,RESR
77551	dmuto	WTYR,RESR
77634	rfairbair1	WTYR,RESR
77718	jstorms1	WTYR,RESR
77760	twagner	WTYR,RESR
77821	jromine1	WTYR,RESR
77899	jwienke	WTYR,RESR
77929	bweddell	WTYR,RESR
77957	sadams15	WTYR,RESR
77980	jbush2	WTYR,RESR
78069	jaguirre1	WTYR,RESR
78079	bburke2	WTYR,RESR
78111	bbarnhous2	WTYR,RESR
78120	wcombs	WTYD,CSVD
78189	abush1	WTYR,RESR
78204	leason4	WTYR,RESR
78230	fhensley1	WTYR,RESR
78302	rfloyd	WTYR,RESR
78526	pblogna1	WTYR,RESR
78531	dskillman	WTYR,RESR
78642	mhughes2	WTYR,RESR
78972	dgagnon	WTYR,RESR
78973	aleblanc2	WTYR,RESR
78983	gguarnere1	RESR
79021	bmigas	WTYR,RESR
79028	aprocell	WTYR,RESR
79196	jsimon3	WTYR,RESR
79361	bcreed2	CEGR
79400	LGEMMA	RESR
79604	rlucarell1	WTYR,RESR
79656	mapicella	WTYR,RESR
79957	tbottema	RESR
80069	nfarnese	WTYR,RESR
80345	nnickolso1	WTYR,RESR
80430	rgroff	WTYR,RESR
80430	rwhitaker6	WTYR,RESR
80454	cdierks	WTYR,RESR
80454	DSCOTT51	WTYR,RESR
80454	rmurphy22	WTYR,RESR
80454	tbatteau1	WTYR,RESR
80454	twilliam23	WTYR,RESR
80459	jdobroski	WTYR,RESR
80611	pward5	WTYR,RESR
80627	cruhnke1	WTYR,RESR
80687	eschwartz2	WTYR,RESR
80976	tugarte	WTYR,RESR
81066	dpinkerton	WTYR,RESR
81066	jwills1	WTYR,RESR
81137	jmccann8	WTYR,RESR
81187	alehman	WTYR,RESR
81350	agiacchett	WTYD,RESD,CSLD
81350	ksadlemire	WTYD,RESD,CSLD
81350	oawoliyi	WTYD,RESD,CSLD
81442	jswindle	WTYR,RESR
81678	mlahr1	WTYR,RESR
81694	jmanning15	WTYR,RESR
81853	eblackwell	WTYR,RESR
81853	lblackwel2	WTYR,RESR
81853	mblackwell	WTYR,RESR
81859	ehotaling4	WTYR,RESR
81896	criel	WTYR,RESR
81938	ahoule	WTYD,RESD,CSLD
81938	balderson	WTYD,RESD,CSLD
81938	ballison1	WTYD,RESD,CSLD
81938	bbobo2	WTYD,RESD,CSLD
81938	bcarter1	WTYD,RESD,CSLD
81938	bparks1	WTYD,RESD,CSLD
81938	bsmith49	WTYD,RESD,CSLD
81938	calonso4	WTYD,RESD,CSLD
81938	crios	WTYD,RESD,CSLD
81938	dcloud	WTYD,RESD,CSLD
81938	djanak	WTYD,RESD,CSLD
81938	dscott16	WTYD,RESD,CSLD
81938	ecross2	WTYD,RESD,CSLD
81938	ehall4	WTYD,RESD,CSLD
81938	fbirdsong	WTYD,RESD,CSLD
81938	gcrochett1	WTYD,RESD,CSLD
81938	gsanchez	WTYD,RESD,CSLD
81938	jevans	WTYD,RESD,CSLD
81938	jflaherty6	WTYD,RESD,CSLD
81938	jnewton	WTYD,RESD,CSLD
81938	jpalacios	WTYD,RESD,CSLD
81938	jreine	WTYD,RESD,CSLD
81938	jrichard11	WTYD,RESD,CSLD
81938	jroper2	WTYD,RESD,CSLD
81938	jsutterfi1	WTYD,RESD,CSLD
81938	llerma1	WTYD,RESD,CSLD
81938	mhowerton	WTYD,RESD,CSLD
81938	myoung4	WTYD,RESD,CSLD
81938	nmadrid1	WTYD,RESD,CSLD
81938	rstandford	WTYD,RESD,CSLD
81938	smitchamor	WTYD,RESD,CSLD
81938	sschroeder	WTYD,RESD,CSLD
81938	ssimms	WTYD,RESD,CSLD
81938	tweaver7	WTYD,RESD,CSLD
81938	wpickard	WTYD,RESD,CSLD
81979	bsears7	WTYR,RESR
81979	jtakala	WTYR,RESR
82252	jkrieg1	WTYR,RESR
82397	cclark7	WTYR,RESR
82459	cdavis29	WTYR,RESR
82516	fcwitkowit	WTYR,RESR
82595	tjohnson27	WTYR,RESR
82596	bklein4	WTYR,RESR
82628	wferguson	RESR
82647	sthreatt1	WTYD,RESD
82673	lrodrigu18	WTYD,RESD,CSLD
82673	salarcon	WTYD,RESD,CSLD
82695	wschmidt1	RESD
82757	rfolgueira	WTYD,RESD,CSLD
82861	jfriedman1	WTYR,RESR
83080	cperry7	WTYR,RESR
83116	memerson1	WTYR,RESR
83160	jfreund1	WTYR,RESR
83160	mgoecke	WTYR,RESR
83230	kfarish	WTYR,RESR
83265	mrecsnik	WTYD,CSLD
83398	mtimmer	RESR,CMLR
83500	speters4	WTYR,RESR
83591	lpelly	WTYR,RESR
83745	fdavis6	WTYR,RESR
83779	mbarrick1	WTYR,RESR
83818	jbronger	WTYR,RESR,CMLR
84022	avigilante	WTYR,RESR,CMLR
84159	wsobotka1	WTYR,RESR
84378	dsmith73	WTYR,RESR
84416	jposey1	WTYR,RESR
84416	nmianmit	WTYR,RESR
84417	atamber	WTYD,RESD,CSLD
84417	bmacinnes1	WTYD,RESD,CSLD
84417	dellis	WTYD,RESD,CSLD
84417	eburdette	WTYD,RESD,CSLD
84417	hrivas	WTYD,RESD,CSLD
84417	iserranoor	WTYD,RESD,CSLD
84417	jhowe6	WTYD,RESD,CSLD
84417	jnelson32	WTYD,RESD,CSLD
84417	jzavala1	WTYD,RESD,CSLD
84417	rblanco	WTYD,RESD,CSLD
84417	rpeters4	WTYD,RESD,CSLD
84427	jleinbach	WTYR,RESR
84576	cauger	WTYR,RESR
84655	jwhite75	WTYR,RESR
84696	jwyss	WTYR,RESR
84713	rjones6	WTYR,RESR
84806	cdykes	WTYR,RESR,CMLR
84930	balley	WTYR,RESR
85045	JCLARK79	RESR
85179	mcorza1	WTYD,RESD,CSLD
85220	tnavarro2	CSLD
85337	bbajer	RESR
85358	dmccallis1	WTYR,RESR
85358	dwagstaff	WTYR,RESR
85358	twagstaff	WTYR,RESR
85383	cmarkos1	WTYD,RESD,CSLD
85385	jsmith113	WTYD,RESD,CSLD
85388	auraine	WTYD,RESD,CSLD
85388	ether	WTYD,RESD,CSLD
85449	cbustaman2	CSLD
85449	rcalder	CSLD
85457	amccoy1	WTYD,CSLD
85551	msanchez10	WTYR,RESR
85635	ghoessle	WTYR,RESR
85639	dpeyret1	WTYD,RESD,CSLD
85639	ygardner	WTYD,RESD,CSLD
85666	mcastillo1	WTYD,RESD
85666	mmccann4	WTYD,RESD
85677	jrussell19	RESR
85679	kaskew	WTYD,RESD
85683	mpennewell	WTYD,RESD
85698	nsidovar	WTYD,RESD
85712	dmartin28	WTYR,RESR
85951	fdogru	IDIS
85977	jstewart17	WTYR,RESR
88213	mmamestas	WTYR,RESR,CMLR
89198	tdriskell	WTYR,RESR
89532	struelove	WTYR,RESR
89849	agilliland	WTYR,RESR
90121	sdavis52	WTYR,CMLR
90533	JMOUTINHO	WTYR,RESR,CMLR
90690	spuzio1	WTYR,RESR
90930	rhughes22	WTYR,RESR
93601	cfreeman13	WTYR,RESR
94193	rravas	WTYR,RESR
95425	mwaetjen	WTYR,RESR
95769	zerickson	WTYR,RESR
96891	nwarren1	WTYR,RESR
97001	dmaster	WTYR,RESR
102614	cstevens9	WTYR,RESR
103156	djohnso131	RESR,CMLR
103493	tchiavaro1	WTYR,RESR
103566	chall4	WTYR,RESR
103582	smason3	WTYR,RESR
103591	diredale3	WTYR,RESR,CMLR
104926	SJOHNSON50	WTYR,RESR
105492	jfernandes	WTYR,RESR
105618	aroach2	WTYR,RESR,CMLR
107117	kwood4	WTYR,RESR
108308	acipperley	WTYR,CMLR
108822	ahsu	IDIS
108822	hjack	IDIS
108822	jchan	IDIS
108822	jchen3	IDIS
108822	khsu	IDIS
108822	kliu	IDIS
108822	ljohnson17	IDIS
108822	pmiao	IDIS
108822	wyeh	IDIS
108822	zbill	IDIS
108915	seitel	WTYR,RESR,CMLR
109572	rborg1	WTYR,RESR
109586	epartridge	WTYR,RESR
110148	calvarez3	IDLR
110191	svought1	WTYR,RESR
111327	jcole7	WTYR,RESR
111388	ajasper	WTYR,RESR
111466	ahager	WTYR,RESR
111570	jjohnson70	WTYR,RESR
112035	tparsons	WTYR,RESR
112303	pshiminske	WTYR,RESR
112482	khiteshew	WTYR,RESR
113753	croeszler	RESR
113977	rpetersen1	RESD,CSLD
114093	rmathews5	WTYR,RESR
114447	ltoler5	WTYR,CMLR
114569	ckalman	RESR
114776	ashute	WTYR,RESR
114776	jshute	WTYR,RESR
114815	aabid	WTYR,RESR
114854	jmusante	CSVD
114854	mjones58	CSVD
115013	ataber	WTYR,RESR,CMLR
124187	jburkhardt	WTYR,RESR
124343	fpaolino	CSLD
124519	mlombardi	WTYR,RESR,CMLR
124539	kmontaner	CSLD
124539	slewis14	CSLD
124581	krogers	CSLD
124982	gprisco1	WTYR,RESR
125114	abenedosso	WTYD,CSVD
125581	dkrupp	RESR
125820	mbrown61	WTYR,RESR
125875	thoward11	WTYR,RESR
125953	dbowser	RESD,CSLD
126248	cerickson5	WTYR,RESR
126340	mperoff	RESD
126849	rgarofalo	WTYD,CSLD
126907	msmith74	WTYR,RESR
127020	eekman	RESR
127204	kleavell	WTYR,CMLR
128000	sdodier	WTYR,RESR
128593	dtaira1	WTYR,RESR
129161	fgarcia8	WTYD,CSLD
129161	sknippers	WTYD,CSLD
129492	khope2	WTYR,RESR
129492	khope4	WTYR,RESR
129783	jlynn1	WTYR,RESR
130379	jpatters11	WTYR,RESR
130393	PTESTCUST	RESR
130393	rruth83	RESR
130615	pblack3	WTYR,RESR
130615	pbrown22	WTYR,RESR
131555	jheritage1	WTYR,RESR
131577	mialapi2	WTYR,RESR
131719	swalsh6	WTYR,RESR
131834	dmantle2	WTYR,RESR
131834	thaire	WTYR,RESR
133173	rfidalgo	WTYR,RESR
133339	bwright9	WTYR,RESR
133419	mmaloon4	WTYR,RESR
133827	skim3	WTYR,RESR
135447	lmurray3	WTYR,RESR
135800	jgagliano1	WTYR,RESR
136226	adandrea	WTYR,RESR
137006	mponder	WTYR,RESR
137760	dward13	WTYR,RESR
137816	rbrown41	WTYR,RESR
140161	swhite30	WTYR,RESR
140394	swhite29	WTYR,RESR
141008	SSCHROEDER1	WTYR,RESR
141468	tcrisman2	WTYR,RESR
141827	jbelvin1	WTYR,RESR
141827	malmeida1	WTYR,RESR
141936	bkeenan	WTYR,RESR
142160	krocha	WTYR,RESR
142311	arassouli	WTYR,RESR
142535	sslavens	WTYR,RESR
142985	khalverson	CEGR
143198	shendrick2	WTYR,RESR
143333	dsmall3	WTYD,RESD,CSLD
143340	clynch5	WTYD,RESD,CSLD
143725	jmelendez	WTYR,RESR
143789	dmanzo	WTYR,RESR
143803	ebridges	WTYR,RESR
143835	jfincher1	WTYR,RESR
144049	emann	WTYR,RESR
144369	reisennac1	RESR
145287	lsafier1	CSLD
145511	mallred	WTYR,RESR
145816	jcreech	RESR
145816	SCRYER2	RESR
146171	gmeacham	WTYR,RESR
147006	cschweize1	WTYR,RESR
147198	jmeier2	WTYR,RESR
147200	skhoury3	WTYD,CSLD
148209	msedran1	WTYD,RESD
148211	jreid9	RESD
148551	skelly16	WTYR,RESR
148752	akinney	WTYD,RESD,CSLD
148752	bpearson2	WTYD,RESD,CSLD
148752	dgholson	WTYD,RESD,CSLD
148752	dmailloux	WTYD,RESD,CSLD
148752	jclausen	WTYD,RESD,CSLD
148944	gzahler	WTYR,RESR
149323	htabarsi1	WTYR,RESR
149756	jpenrod1	RESR
150265	tkroutil1	WTYR,RESR
151457	jmckenzie4	RESR
151718	bkromer1	RESR
151906	medworthy	WTYR,RESR
152172	jemberton	WTYR,RESR
152179	rhelton1	WTYR,RESR
152311	thatley	WTYR,RESR
152558	msatterle1	WTYR,RESR
152930	jsnyder7	WTYR,RESR
153161	blaughlin1	WTYR,RESR
153510	eedrigson	WTYR,RESR
154652	dgarner4	WTYR,RESR
157769	wharkness	WTYR,RESR
158413	mbrown49	RESR
158486	thawkins5	RESD
158775	ctonks	RESR
159134	srichard16	WTYR,RESR,CMLR
159445	janders102	WTYR,RESR
159446	bbransyett	WTYR,RESR,CMLR
159449	sedaburn	WTYD,RESD,CSLD
159465	jhornbaker	WTYD,RESD,CSLD
159778	JCUEVAS8	WTYR,RESR
160764	che1	WTYR,RESR
161003	cwiseman	WTYR,RESR
162212	abarcia1	WTYR,RESR
162212	fspiff1	WTYR,RESR
162478	mmcninch	WTYR,RESR,CMLR
162634	kingersoll	CMLR
163259	bhagan1	WTYR,RESR
163259	jspicer	WTYR,RESR
163590	rgilley	WTYR,RESR
163590	screek3	WTYR,RESR
163591	eodonnell4	WTYR,RESR
163682	afuchs	WTYR,RESR
163769	tcarbone	RESR,CMLR
164666	jsamsa4	WTYR,CMLR
164703	bcohen1	WTYD,RESD,CSLD
164819	nvoss	WTYR,RESR,CMLR
164857	lharbaugh	WTYR,RESR
165048	dlenkensd1	WTYR,RESR
165048	jstump1	WTYR,RESR
166214	jgeerdes	CSLD
166416	mrohman	RESR
166909	lsulliva11	WTYR,RESR
166909	tsilverio	WTYR,RESR
167660	cquintero1	IDLR
167660	CSALAZAR2	IDLR
168531	ariffe	WTYR,RESR
169025	lhudson1	CSLD
169188	slambeth	WTYR,RESR
169376	cking14	WTYR,RESR
169378	rparham	WTYR,RESR
169378	rparham2	WTYR,RESR
170095	SWATKINS12	WTYR,RESR,CMLR
170838	dmussat	RESR
170934	mkern	RESR,CMLR
172353	pguidolin	RESR
172876	JGOMEZ17	WTYR,RESR
173058	falexander	WTYR,RESR
173058	rsmith114	WTYR,RESR
173214	lmoore24	RESR,CMLR
173891	tmejia2	WTYR,RESR
174213	mvansickli	WTYR,RESR
176090	dulry	RESR
176090	jwyss3	RESR
176394	jbaker31	WTYR,RESR
176473	jarabik	WTYD,CSVD
176539	dmahle1	WTYR,RESR,CMLR
177829	lcarter6	WTYR,RESR
179898	jgonzale49	RESD
179898	jnoriega	RESD
180006	wdawson1	WTYR,RESR,CMLR
181410	dnichols6	WTYR,RESR
183007	jwolf10	RESR
183352	mware2	WTYR,RESR
183675	padams5	WTYR,RESR
184164	bward14	WTYR,RESR,CMLR
184578	dadams34	WTYR,RESR
184743	jrobertso9	WTYR,RESR,CMLR
185181	mbullock1	WTYR,RESR
185238	fkaleel2	WTYR,RESR,CMLR
186446	mstiles	WTYR,RESR
186670	rhanson6	WTYR,RESR,CMLR
187010	mraffensb1	WTYR,RESR
187469	rvarghefe	WTYR,RESR
187481	jwallace20	WTYR,RESR
187609	rbriant	RESR
187718	jverscheld	WTYR,RESR
188003	dcline-smy	WTYR,RESR,CMLR
188003	tcarter14	WTYR,RESR,CMLR
188032	sbutler9	WTYR,RESR
188058	brobinso21	WTYR,RESR,CMLR
188213	bfranz3	RESR
188220	janderso88	WTYR,RESR
188280	mmuth3	WTYD,RESD,CSLD
188280	pcumby2	WTYD,RESD,CSLD
188280	rkrakowski	WTYD,RESD,CSLD
188518	swilson31	WTYR,RESR
188742	ddavis50	WTYD,RESD,CSLD
188742	dvangundy3	WTYD,RESD,CSLD
188919	rmonks1	CEGR
189018	rsherman3	WTYD,RESD,CSLD
189196	jhamlet	WTYD,RESD,CSLD
189261	ahedrick	WTYR,RESR
189397	dmiller65	WTYR,RESR,CMLR
189467	vdonato3	WTYR,RESR,CMLR
189494	rcoates3	RESR
190397	dkinseyjr.	WTYR,RESR
190647	rstinkeowa	WTYR,RESR,CMLR
191197	akohler3	RESR,CMLR
191668	rpoole3	RESR
192551	msims5	INTR
192552	ASCHUH	INTR
192552	mmacarthur	INTR
192554	abrownell	INTR
194087	bgay2	RESR,CMLR
194164	CBOARDMAN	WTYR,RESR
194164	GGRAY6	WTYR,RESR
194164	RMILLER60	WTYR,RESR
194178	eshepard	WTYR,RESR
195237	mcassiday1	WTYD,RESD
195237	smeyer5	WTYD,RESD
197251	jthongpai1	WTYR,RESR
197292	rkrause3	WTYR,RESR
197482	arauchova	INTR
197865	sdungan1	WTYR,RESR,CMLR
197952	kward14	RESR
197982	jnagy5	INTR
198513	sanwar	WTYR,RESR
198951	dcrowley5	CEGR
199322	vvitt	WTYR,RESR
200033	jdrown1	WTYR,RESR
200046	icabrera1	WTYR,RESR
200046	RROSADO2	WTYR,RESR
200342	zmitchell	RESR
200885	dbritt6	WTYR,RESR
201218	cdobbins	WTYR,RESR
203068	SDAVIS55	WTYR,RESR
203518	tlewis16	WTYR,RESR,CMLR
203628	mhamilton	WTYR,RESR,CMLR
204603	dharringt6	WTYD,CSVD,RESD,CSLD
204603	DSCOTT48	WTYD,CSVD,RESD,CSLD
204603	dskilton1	WTYD,CSVD,RESD,CSLD
204603	dyates	WTYD,CSVD,RESD,CSLD
204603	kquinan	WTYD,CSVD,RESD,CSLD
204603	rbourassa1	WTYD,CSVD,RESD,CSLD
204603	rmorse4	WTYD,CSVD,RESD,CSLD
204603	wross5	WTYD,CSVD,RESD,CSLD
206478	rparrish11	WTYR,RESR
206817	TTULEY	WTYR,RESR,CMLR
207163	btubbs	WTYR
207567	bsantosa	IDIS
207567	htjokrodwi	IDIS
207567	jvoon	IDIS
207567	mguanleeko	IDIS
207567	tdjaja	IDIS
207567	tdjaja1	IDIS
207979	jeck2	WTYR,RESR
208544	mspiekhou1	WTYR,RESR
208544	shamlyn3	WTYR,RESR
209277	RSMITH158	RESD,CSLD
209534	dkaplan-g1	RESR
209534	gdavis40	RESR
209534	jfranco5	RESR
209534	msanchez15	RESR
209534	ojuarez1	RESR
209534	sswanson3	RESR
209534	wkrus	RESR
209534	wsanford	RESR
209675	drowan4	WTYR,RESR,CMLR
209946	cbusto	WTYR,RESR,CMLR
210404	tstallings	WTYR,RESR
211764	iran1	IDIS
211764	rdagan	IDIS
211764	ygatterer	IDIS
211764	yshrieber	IDIS
211764	ystein	IDIS
212481	daders	WTYR,CEGR
213615	toswalt	WTYR,RESR
214204	dgauntner2	WTYR,RESR
214571	awalters6	WTYR,RESR
214590	eruiz	WTYR,RESR
215031	jjenning13	WTYR,RESR
215120	jrol	WTYR,RESR
215561	jsaur1	RESD,CSLD
215607	awright14	WTYR,RESR
216008	rschmeltze	WTYR,RESR,CMLR
216163	jstalling1	CEGR
216498	msingh	WTYR,RESR
217000	mrojas7	RESR
217046	SSAMPSON1	RESR
217138	MTESTEPIC	WTYR,RESR,CMLR
217145	jfischer8	WTYR,RESR
217173	jjohnso187	WTYR,RESR
217608	TSTUEDER	RESR
217946	jhowell9	WTYR,RESR,CMLR
218073	DPROCK1	RESR
218073	RDAFFAN2	RESR
218081	LRICE10	WTYR,RESR
218109	RBRYAN3	WTYR,RESR
218121	JSTUART5	RESR
218125	JVERVERELLI	CEGR
