CompanyID	Userid_login	LdapCompanyTypeAttribute
4851	mhendersh1	WTYR,RESR
4897	rshoemake1	WTYR,RESR
4934	dhonea	WTYR,RESR
4949	shostetler	WTYR,RESR
4971	ccanfield	WTYR,RESR
4971	crisi	WTYR,RESR
4971	rrobinson9	WTYR,RESR
5027	kadams8	WTYR,RESR
5028	dsenft1	WTYR,RESR
5067	mvanatta2	WTYR,RESR
5074	aeddins2	WTYR,RESR
5080	kfisher9	WTYR,RESR
5082	wvanname	WTYR,RESR
5123	snaecker	WTYR,RESR
5138	hjohnson5	WTYR,RESR
5146	fboeckerma	WTYR,RESR
5146	mschwarz7	WTYR,RESR
5168	bnash7	WTYR,RESR
5169	aavalos	WTYR,RESR
5169	dkahn2	WTYR,RESR
5169	dnovak	WTYR,RESR
5169	imunoz	WTYR,RESR
5169	jrodrigu49	WTYR,RESR
5176	PBROKAW1	WTYR,RESR
5181	jmanos	WTYR,RESR
5181	tketcham	WTYR,RESR
5222	dkaup	WTYR,RESR
5237	eking2	WTYR,RESR
5259	jjones17	WTYR,RESR
5318	aeaker	WTYR,RESR
5318	alakebrink	WTYR,RESR
5318	keaker	WTYR,RESR
5319	ejacobs2	WTYR,RESR
5319	JLANGAN1	WTYR,RESR
5319	tleavens1	WTYR,RESR
5392	ryaworski	WTYR,RESR
5399	nchell	WTYR,RESR
5400	mhollingsw	WTYR,RESR
5407	tcaraballo	WTYR,RESR
5466	aeister	WTYR,RESR
5466	swilks	WTYR,RESR
5490	rbradley1	WTYR,RESR
5517	bcase	WTYR,RESR
5522	wmatheson	WTYR,RESR
5543	kvanhorn	WTYR,RESR
5570	ctuttle4	WTYR,RESR
5687	lmiller	WTYR,RESR
5730	njonsson	WTYR,RESR
5731	ljohnson1	WTYR,RESR
5735	jgrigg1	WTYR,RESR
5753	jcanosa	WTYR,RESR
5760	bgodbold2	WTYR,RESR
5760	mmoyer	WTYR,RESR
5766	tmukavitz	WTYR,RESR
5812	amurray1	WTYR,RESR
5821	bsenter	WTYR,RESR
5821	jhundley2	WTYR,RESR
5825	phart2	WTYR,RESR
5829	lvanderhil	WTYR,RESR
5829	mstrauss1	WTYR,RESR
5830	mnilson	WTYR,RESR
5865	wedmonson	WTYR,RESR
5881	aeisenhow1	WTYR,RESR
5892	rrojasjr.	WTYR,RESR
5894	kdonnelly	WTYR,RESR
5905	rabbondi	WTYR,RESR
5915	pradu1	WTYR,RESR
5939	dlegg1	WTYR,RESR
5960	preynolds8	WTYR,RESR
5962	jwoods2	WTYR,RESR,CMLR
5962	lsnider	WTYR,RESR,CMLR
5962	mvolner	WTYR,RESR,CMLR
5987	felgert	WTYR,RESR
5991	MPETERS12	WTYR,RESR
6027	tnardacci	WTYR,RESR
6100	cbrabec	WTYR,RESR
6104	abarton	WTYR,RESR
6106	bcole2	WTYR,RESR
6135	ebeckman	WTYR,RESR
6138	EGROBENGIESE	WTYR,RESR
6169	ldorsey2	WTYR,RESR
6174	kraymond	WTYR,RESR
6174	spigman	WTYR,RESR
6198	bdyer	WTYR,RESR
6249	jliberto	WTYR,RESR
6265	crice	WTYR,RESR
6269	drichard	WTYR,RESR
6270	rhaynie	WTYR,RESR
6289	CPERGAKIS	WTYR,RESR
6293	rfonda	WTYR,RESR
6330	mbuckner	WTYR,RESR
6337	progers1	WTYR,RESR
6339	LSAYLER	WTYR,RESR
6339	rsayler	WTYR,RESR
6339	RSAYLER1	WTYR,RESR
6463	bbrown25	WTYR,RESR
6468	rshields1	WTYR,RESR
6533	dkemp7	WTYR,RESR
6545	asiemer	WTYR,RESR
6548	VGRATE1	WTYR,RESR
6627	tbohsenjr	WTYR,RESR
6632	klatimer1	WTYR,RESR
6659	jbailey2	WTYR,RESR
6660	jgates6	WTYR,RESR,CMLR
6684	mseay1	WTYR,RESR
6700	csturm	WTYR,RESR
6720	dweber9	WTYR,RESR
6720	rmeyer14	WTYR,RESR
6720	swestall	WTYR,RESR
6732	jjones99	WTYR,RESR
6809	pcastello	WTYR,RESR
6821	griesselm2	WTYR,RESR
6822	dgannon	WTYR,RESR
6858	lsadler	WTYR,RESR
6876	jhlas	WTYR,RESR
6904	bmcconnel3	WTYR,RESR
6904	crichard16	WTYR,RESR
6904	dharris1	WTYR,RESR
6904	dwhiting	WTYR,RESR
6904	lwisnowski	WTYR,RESR
6919	ajensen1	WTYR,RESR
6958	pturner1	WTYR,RESR
7001	gmeyers	WTYR,RESR
7011	bburnette	WTYR,RESR
7011	jvogel1	WTYR,RESR
7037	whatchell2	WTYR,RESR
7063	kmassa	WTYR,RESR
7099	wwarner	WTYR,RESR
7108	wsanderson	WTYR,RESR
7123	rconklin2	WTYR,RESR,CMLR
7185	tnagel	WTYR,RESR
7232	dworkman	WTYR,RESR
7251	myoung1	WTYR,RESR
7260	jkoons	WTYR,RESR
7265	bhastings	WTYR,RESR
7265	DDEMARTA	WTYR,RESR
7274	dliseo	WTYR,RESR
7484	efehr	WTYR,RESR
7592	tlindner1	WTYR,RESR
7612	nklinginsm	WTYR,RESR
7637	kwilson23	WTYR,RESR
7637	mratchford	WTYR,RESR
7729	mdolabany	WTYR,RESR
7772	MBARTLETT7	WTYR,RESR
7798	rmartin36	WTYR,RESR
7843	snewgaard	WTYR,RESR
7904	mbonillam	WTYR,RESR
7970	cwendler	WTYR,RESR
7973	jburke6	WTYR,RESR
8039	jkistler	WTYR,RESR
8057	mnodjak	WTYR,RESR
8057	nsantos	WTYR,RESR
8203	abohnert	WTYR,RESR,CMLR
8203	cholst	WTYR,RESR,CMLR
8203	kcrotty	WTYR,RESR,CMLR
8203	zmoskowitz	WTYR,RESR,CMLR
8237	eyoung6	WTYR,RESR
8264	tallen13	WTYR,RESR
8324	jhudgens	WTYR,RESR
8387	fhess	WTYR,RESR
8408	jhoneycutt	WTYR,RESR,CMLR
8408	ngodwin	WTYR,RESR,CMLR
8408	swhitaker3	WTYR,RESR,CMLR
8434	hmann1	WTYR,RESR
8483	tkeefer	WTYR,RESR
8498	egriswold1	WTYR,RESR
8498	rhuerta	WTYR,RESR
8574	bgreen17	WTYR,RESR
8591	wscharnhor	WTYR,RESR
8654	tteller	WTYR,RESR
8711	chilliard	WTYR,RESR
8769	cjohnson69	WTYR,RESR
8874	mgray2	WTYR,RESR
8913	rfrazier1	WTYR,RESR
8935	lmarker	WTYR,RESR
8960	dmiddaugh3	WTYR,RESR
8974	atieskoett	WTYR,RESR
9014	rlester1	WTYR,RESR,CMLR
9053	dlutz2	WTYR,RESR
9077	ceifert	WTYR,RESR
9112	kralph	WTYR,RESR
9198	dhaas	WTYR,RESR
9198	dleister	WTYR,RESR
9209	kdowns	WTYR,RESR
9218	khudson8	WTYR,RESR
9251	tsolan	WTYR,RESR
9291	rwilliam98	WTYR,RESR
9444	cmanning1	WTYR,RESR
9457	krawls2	WTYR,RESR
9457	tharpain	WTYR,RESR
9561	awahlert	RESR
9561	dporter11	RESR
9605	klefeir	WTYR,RESR
9605	rtraupman	WTYR,RESR
9624	kamick	WTYR,RESR
9657	cking9	WTYR,RESR
9669	pbrendling	WTYR,RESR
9720	ngilbert2	WTYR,RESR
9731	creister	WTYR,RESR
9759	cowens1	WTYR,RESR
9759	ehamilton1	WTYR,RESR
9759	ghamilton	WTYR,RESR
9759	thowland	WTYR,RESR
9832	dterrell2	WTYR,RESR
9883	dbernet	WTYR,RESR,CMLR
9901	mleach	WTYR,RESR
9903	btucker1	WTYR,RESR
9923	kadams18	WTYR,RESR
9980	jwalker3	WTYR,RESR
9984	bbaker29	WTYR,RESR
10023	bwells2	WTYR,RESR
10034	tdavis2	WTYR,RESR
10042	zosowicki	WTYR,RESR
10110	awilliam36	WTYR,RESR
10110	tmiller-ad	WTYR,RESR
10118	jyim2	WTYR,RESR
10138	jadams1	WTYR,RESR
10142	mbrown69	WTYR,RESR
10154	bore2	WTYR,RESR
10154	dlaury	WTYR,RESR
10154	etorres12	WTYR,RESR
10154	eunchis	WTYR,RESR
10154	jbucolo	WTYR,RESR
10154	kburris3	WTYR,RESR
10154	mdifrances	WTYR,RESR
10154	slaury	WTYR,RESR
10154	sorzechows	WTYR,RESR
10173	agause	WTYR,RESR
10173	nkenyon	WTYR,RESR
10182	gpaulk2	WTYR,RESR
10252	tmorgan2	RESD,CSLD
10254	jdavidson3	RESD,CSLD
10254	trhoades1	RESD,CSLD
10257	dyackich	RESD,CSLD
10258	kdugan	RESD,CSLD
10258	msubranni1	RESD,CSLD
10293	phavers	WTYD,RESD,CSLD
10293	swilkinso1	WTYD,RESD,CSLD
10297	csampaio1	WTYD,RESD,CSLD
10306	aolinski	WTYD,RESD,CSLD
10552	dclarke3	WTYR,RESR
10596	sjacobs	WTYR,RESR
10617	clouya	WTYR,RESR
10625	jprzybylsk	WTYR,RESR
10659	jlagnese	WTYR,RESR
10674	rlee8	WTYR,RESR
10675	bthompson1	WTYR,RESR
10675	sdigges1	WTYR,RESR
10812	jkay1	RESD,CSLD
10942	rlatessa	WTYR,RESR
10956	rprince	WTYR,RESR
11300	bahrens	WTYR,RESR
11312	ttrame	WTYR,RESR
11343	drussell	WTYR,RESR
11384	jayers13	WTYR,RESR
11400	dsibert	WTYR,RESR
11457	semperley	WTYR,RESR
11501	cabriola	WTYR,RESR
11501	kmatthies	WTYR,RESR
11627	wlaws	WTYR,RESR
11639	dmorrow1	WTYR,RESR
11653	tgray2	WTYR,RESR
11790	cmccormick	WTYR,RESR
11790	rroller	WTYR,RESR
11790	tedwards1	WTYR,RESR
11801	tjohnson9	WTYR,RESR
11808	mhoffacker	WTYR,RESR
11861	rpollert	WTYR,RESR
11863	wisbell	WTYR,RESR
11865	gwinsted	WTYR,RESR
11957	kallison	WTYR,RESR
11985	bnibert	WTYR,RESR
11989	rkogge1	WTYR,RESR
12019	rbeiser	WTYR,RESR
12020	mbertke1	WTYR,RESR
12022	gzimmer	WTYR,RESR
12120	gball	WTYR,RESR
12130	amartino4	WTYR,RESR
12130	ewilliamso	WTYR,RESR
12130	fbresee	WTYR,RESR
12130	rfeuerste2	WTYR,RESR
12133	clewis	WTYR,RESR
12133	loberry	WTYR,RESR
12203	nbender2	WTYR,RESR
12310	jwhitley	WTYR,RESR
12361	evantasse1	WTYR,RESR
12363	edipzinski	WTYR,RESR
12363	pdipzinski	WTYR,RESR
12383	dhutton	WTYR,RESR
12405	bbrannon	WTYR,RESR
12456	mhickman9	WTYR,RESR,CMLR
12495	CGERSTNER	WTYR,RESR
12495	dripley	WTYR,RESR
12568	cschroat	WTYR,RESR
12589	plicht	WTYR,RESR
12613	dneff	WTYR,RESR
12649	gronzzo1	WTYR,RESR
12663	lfeistner1	WTYR,RESR
12701	khanley2	WTYR,RESR
12709	mbuttorff	WTYR,RESR
12767	dburnett1	WTYR,RESR
12767	tcaprio	WTYR,RESR
12780	kbartholo2	WTYR,RESR,CMLR
12786	lgalassi	WTYR,RESR
12845	parens	WTYR,RESR
12846	bdeyoung	WTYR,RESR
12856	jsamuelson	WTYR,RESR
12863	bmoore5	WTYR,RESR
12864	bwaller	WTYR,RESR
12864	evanfleet2	WTYR,RESR
12867	tgabrilson	WTYR,RESR
12870	bpatterso2	WTYR,RESR
12911	rszakelyhi	WTYR,RESR
12958	TREYNOLDS10	WTYR,RESR
12985	bboyle1	WTYR,RESR,CMLR
12985	bnugent3	WTYR,RESR,CMLR
12985	mnicklas1	WTYR,RESR,CMLR
12990	dwagner4	WTYR,RESR
13005	DGRIMES3	WTYR,RESR
13008	dweidner	WTYR,RESR
13100	rpetrow	WTYR,RESR
13130	mburns14	WTYR,RESR
13130	sworzel	WTYR,RESR
13132	gshoe	WTYR,RESR
13136	jgriffin2	WTYR,RESR
13155	cesqueda1	WTYR,RESR
13163	pcook2	WTYR,RESR
13170	eshelby1	WTYR,RESR
13173	jmartens3	WTYR,RESR
13215	DSMITH137	WTYR,RESR
13215	ETANGNEY	WTYR,RESR
13224	gweiler	WTYR,RESR
13244	skelley5	WTYR,RESR
13257	mwoodman	WTYR,RESR
13264	jyacobelli	WTYR,RESR
13268	kbruns	WTYR,RESR
13287	bsmith37	WTYR,RESR
13392	dgolobay	WTYR,RESR
13415	bwarren8	WTYR,RESR
13415	dbrenneis	WTYR,RESR
13555	dgish	WTYR,RESR
13574	mohling	WTYR,RESR
13615	mpiasente	WTYR,RESR
13651	ccarroll1	WTYR,RESR
13707	bbruening	WTYR,RESR
13712	dmasters5	WTYR,RESR
13717	eedwardsjr	WTYR,RESR
13717	kedwards5	WTYR,RESR
13720	krahm	WTYR,RESR
13758	rpallardy	WTYR,RESR
14211	aaburto	RESD,CSLD
14271	tbarfield	RESD,CSLD
14274	acasals1	RESD,CSLD
14276	bcardoza	WTYD,RESD,CSLD
14276	cdickerson	WTYD,RESD,CSLD
14276	danderson1	WTYD,RESD,CSLD
14276	dbanks	WTYD,RESD,CSLD
14276	dearley	WTYD,RESD,CSLD
14276	eknowles2	WTYD,RESD,CSLD
14276	sswenson	WTYD,RESD,CSLD
14292	kflannery1	WTYD,RESD,CSLD
14292	plopez	WTYD,RESD,CSLD
14292	smclennan	WTYD,RESD,CSLD
14294	crath1	RESD,CSLD
14531	abrockman	RESD,CSLD
14531	akelly	RESD,CSLD
14531	awest	RESD,CSLD
14531	bhagen	RESD,CSLD
14531	blarson4	RESD,CSLD
14531	bstaiger	RESD,CSLD
14531	charmon1	RESD,CSLD
14531	dholmes	RESD,CSLD
14531	jjohnson6	RESD,CSLD
14531	shoehn	RESD,CSLD
14531	teschmann	RESD,CSLD
14879	CKEHRIG	WTYR,RESR,CMLR
15081	tfuson	WTYR,RESR
15231	rwhitesid1	WTYD,RESD,CSLD
15374	rcaldwell5	RESD,CSLD
15375	jhardee2	RESD,CSLD
15716	jlee64	WTYR,RESR
15740	rbinford	WTYR,RESR
15975	svoreis	WTYR,RESR,CMLR
15976	tcole2	WTYR,RESR
16078	lhieb	WTYR,RESR
16124	cbramlett2	WTYR,RESR
16124	sfulton1	WTYR,RESR
16124	thudson4	WTYR,RESR
16165	cwade2	WTYR,RESR,CMLR
16165	ltaylor18	WTYR,RESR,CMLR
16307	gsmith27	RESR
16353	twarren4	WTYR,RESR
16370	vjam	WTYR,RESR
16374	cdeangeli3	WTYR,RESR
16387	bvirden1	WTYR,RESR
16397	chouston4	WTYD,RESD,CSLD
16397	cmenard2	WTYD,RESD,CSLD
16436	jmendoza13	WTYR,RESR
16488	sdeblasis	WTYR,RESR
16530	istrenth	WTYR,RESR
17288	KVERGE	WTYR,RESR
17288	tcampbel15	WTYR,RESR
17546	rboodt	WTYR,RESR
17567	rburnett1	RESR
17626	JCROOKE2	WTYR,RESR
17691	bconnor1	WTYD,RESD,CSLD
17691	djackson34	WTYD,RESD,CSLD
17691	jcervante3	WTYD,RESD,CSLD
17691	llewis8	WTYD,RESD,CSLD
17705	bmiller50	RESD,CSLD
17770	dvanwitzen	WTYR,RESR
17776	lcain2	WTYR,RESR
17795	ptheodorou	WTYR,RESR
18085	smiller36	RESD,CSLD
18087	msolomon3	WTYD,RESD,CSLD
18149	cgoetz	WTYD,RESD,CSLD
18149	dtrolling1	WTYD,RESD,CSLD
18149	rwagner7	WTYD,RESD,CSLD
18149	sfarling	WTYD,RESD,CSLD
18207	gmcelwee1	WTYR,RESR,CMLR
18437	ttoler	WTYR,RESR
18497	calbers	WTYR,RESR
18686	pthompson4	WTYR,RESR
18798	wwyles	WTYR,RESR
18829	creitzel1	WTYR,RESR
18844	mfournier1	WTYR,RESR
18851	cparry	WTYR,RESR
18911	jtrotter3	WTYR,RESR
18915	npersaud1	WTYR,RESR
18940	mmekeki	WTYR,RESR
18940	rkatabchi	WTYR,RESR
18952	rvakili	WTYR,RESR,CMLR
18972	dfortier1	WTYR,RESR
18972	pbailleul	WTYR,RESR
19001	gvinette	WTYR,RESR
19027	bmlynarska	IDIS
19027	MJANICKA	IDIS
19114	cdand	WTYR,RESR
19146	jhavens1	WTYR,RESR
19206	jsancin	WTYR,RESR
19294	bmcandrew	WTYR,RESR
19347	aguaman	WTYR,RESR
19418	dhammer	WTYR,RESR
19422	wgibson5	WTYR,RESR
19487	cghanayem	WTYR,RESR
19536	tlebo	WTYR,RESR
19586	rbesteiro	WTYD,RESD,CSLD
19725	bsmith78	WTYR,RESR
19765	dterrito	WTYR,RESR
19789	twayant2	WTYR,RESR
20038	dkelly15	RESR
20105	dcunningh4	WTYR,RESR
20125	tkunicic	IDIS
20130	rarrigo1	WTYD,CSVD
20134	mgilberts1	CSVD
20134	vscotto1	CSVD
20137	dcook13	WTYD,CSVD
20144	rperez18	WTYD,CSVD
20147	bshanahan	WTYD,CSVD
20147	dmurray19	WTYD,CSVD
20151	kbreaux1	WTYD,CSVD
20156	mpromin	WTYD,CSVD
20156	nmiles	WTYD,CSVD
20170	vperez1	WTYD,CSVD
20184	rdupree1	WTYD,CSVD
20184	wrork	WTYD,CSVD
20185	shughes5	WTYD,CSVD
20192	bpeeples	WTYD,CSVD
20192	rbyrns	WTYD,CSVD
20193	jhurley4	WTYD,CSVD
20194	dkeim1	WTYD,CSVD
20196	rpearson6	WTYD,CSVD
20225	rtomlinso3	WTYD,RESD,CSLD
20253	wchung1	IDIS
20311	dwills	WTYR,RESR
20437	bpour1	WTYR,RESR
20474	jpalmeri	CSLD
20551	mestes2	WTYR,RESR
20554	rcoffey6	WTYD,CSLD
20556	bsutton8	WTYD,RESD,CSLD
20556	cvalencia1	WTYD,RESD,CSLD
20556	dbarclay	WTYD,RESD,CSLD
20556	kmartin1	WTYD,RESD,CSLD
20651	acolon	WTYD,RESD,CSLD
20658	amartin10	WTYD,IDIS
20658	DSCOTT50	WTYD,IDIS
20658	epena2	WTYD,IDIS
20658	mguach	WTYD,IDIS
20673	chardy4	RESD,CSLD
21075	gvanover	WTYR,RESR
21125	slee38	WTYD,CSVD
21127	jmcgraw3	WTYD,CSVD
21553	vheerwagen	IDIS
21556	laguigui	IDIS
21556	mpineda1	IDIS
21557	pjaentsch	RESD,CSLD
21557	vmcdaniel2	RESD,CSLD
21562	awang1	IDIS
21562	bhsu	IDIS
21562	dlin1	IDIS
21562	ghuang3	IDIS
21562	jchou	IDIS
21562	jlu	IDIS
21562	lc.t	IDIS
21562	lsteven	IDIS
21562	mho	IDIS
21562	rlin1	IDIS
21562	schen3	IDIS
21562	shuang1	IDIS
21562	skao	IDIS
21562	vpan	IDIS
21562	ychuanyi	IDIS
21581	cwestbrook	IDIS
21582	st	IDIS
21618	isultan	IDIS
21618	OALDUWEIRI	IDIS
21618	TINTERNATION	IDIS
21650	sward	WTYR,RESR
21702	pcrosby2	WTYR,RESR
21764	creyes5	WTYD,IDIS
21764	dfukuoka	WTYD,IDIS
21764	DSCOTT46	WTYD,IDIS
21764	hcollazo1	WTYD,IDIS
21764	jortega3	WTYD,IDIS
21764	lrenesto	WTYD,IDIS
21764	lrojas1	WTYD,IDIS
21764	mgordon10	WTYD,IDIS
21764	nmarrero2	WTYD,IDIS
21764	rcorrie	WTYD,IDIS
21864	ssumma	WTYR,RESR
22085	gfadel1	IDIS
22085	jrabil	IDIS
22085	mwardan	IDIS
22205	daggabao	WTYD,RESD,CSLD
22205	lahn	WTYD,RESD,CSLD
22205	shigashion	WTYD,RESD,CSLD
22251	dpadgett	WTYR,RESR
22295	lschick	WTYR,RESR
22909	dfrieri	WTYR,RESR
23075	jmaytag	WTYR,RESR
23206	mmoore6	WTYR,RESR
23237	tlyons6	WTYR,RESR
23624	jayala-sim	WTYR,RESR
23645	cfauver	WTYR,RESR
23853	lmartinsso	IDIS
23916	sford2	WTYR,RESR
24103	eclarke	WTYR,RESR
24105	mdormann	WTYR,RESR
24142	acaruso	WTYR,RESR
24430	efelger	WTYR,RESR
24430	jschnell2	WTYR,RESR
24726	bhale2	WTYR,RESR
24887	cjobe	WTYR,RESR,CMLR
25599	tprayne	WTYR,RESR
25623	jthompso57	WTYR,RESR
25623	MTHOMPSON10	WTYR,RESR
25687	mgriffey	WTYR,RESR
25716	emccubbins	WTYR,RESR
25845	rcharles	WTYR,RESR
25850	rbrundige	WTYR,RESR
26231	jzill	WTYR,RESR
26365	jleman	RESR
26874	jwellette	WTYR,RESR,CMLR
27045	mbartlett5	WTYR,RESR,CMLR
27291	rnash	WTYR,RESR
27317	plovell	WTYR,RESR
27929	tkirk1	RESR
27988	jgrustas	WTYR,RESR
28201	mpierce2	WTYR,RESR
28209	rridgway	WTYR,RESR
28239	ddenoyer	WTYR,RESR
28239	jmorlan	WTYR,RESR
28292	hdamion	WTYR,RESR
28305	dlewis13	CSVD
28305	rbowers8	CSVD
28396	bkoontz1	WTYR,RESR
28523	tsavage1	WTYR,RESR
28527	danderson4	WTYR,RESR
28962	medwards7	WTYR,RESR
28963	cdecarufe2	WTYR,RESR
29059	sferrell	WTYR,RESR
29130	fmurray	WTYD,RESD,CSLD
29236	RMIMS3	WTYR,RESR
29236	wdickerso3	WTYR,RESR
29297	bkirkwood	WTYR,RESR
29410	DSCOTT41	WTYD,RESD
29410	jurban	WTYD,RESD
29410	klukowski3	WTYD,RESD
29410	lcontrera2	WTYD,RESD
29410	rronan	WTYD,RESD
29410	rwiebelhau	WTYD,RESD
29410	sdunham	WTYD,RESD
29509	jsmith135	WTYR,RESR
30795	jbasinger2	WTYR,RESR
30798	msautter5	WTYR,RESR
30798	rmitchel22	WTYR,RESR
31045	lhobbs1	WTYR,RESR
31358	bstillerjr	WTYR,RESR
31477	rkuhl1	WTYR,RESR
31620	dharman	WTYR,RESR
32035	rbailey2	RESR,CMLR
32101	distribute	WTYD,RESD
32101	indy500	WTYD,RESD
32101	nixon	WTYD,RESD
32101	PTESTDIST	WTYD,RESD
32102	carrier	RESR
32102	CARRIER-CCE	RESR
32435	cpeterso20	WTYR,RESR
33215	gzumbado	IDIS
33235	gsarullo	IDIS
33695	jdemichele	WTYR,RESR
33815	rroussel1	WTYR,RESR
34116	bstark1	WTYR,RESR
34116	cbond1	WTYR,RESR
34116	mgonnella	WTYR,RESR
34138	pashworth	WTYR,RESR
34235	aerler	WTYD,CSVD
34235	lgauvin	WTYD,CSVD
34467	twilliam15	WTYR,RESR,CMLR
34498	bquillen1	WTYR,RESR
34498	vsouders	WTYR,RESR
34558	rskelton1	CSVD
34656	jbutterfie	WTYR,RESR
35597	bwheelbarg	WTYR,RESR
35604	egeorge	WTYR,RESR
35756	phodgson1	WTYR,RESR
35795	rstinson	WTYR,RESR
35892	MLOCHARD1	WTYR,RESR
36063	rdufort	WTYR,RESR
36158	JVANDERWEIDE	WTYR,RESR,CMLR
36357	chealey	WTYR,RESR
36509	kbabb	RESR
36540	mjodway	WTYR,RESR
36889	akhan	IDIS
37298	jkramer2	WTYR,RESR
37353	lkrause	WTYR,RESR
38232	rdavis68	WTYR,RESR
38438	sjustice3	WTYR,RESR
38584	cbarker2	WTYR,RESR
39938	dwohlfarth	WTYR,RESR
40924	tgreen9	WTYR,RESR
41984	kwalters1	WTYR,RESR
42153	pdavis13	WTYR,RESR
42155	dcapretta1	WTYR,RESR
42190	msamad	IDIS
42227	kcanfield	WTYR,RESR
42231	csimmons7	WTYR,RESR
70044	jhanks	WTYR,RESR
70063	candrosch2	WTYR,RESR
70179	csmith27	WTYR,RESR
70198	bhancock	WTYR,RESR
70198	blaurysale	WTYR,RESR
70198	mgraham10	WTYR,RESR
70198	rmorris28	WTYR,RESR
70248	acarbajal	WTYD,IDIS
70248	aperez17	WTYD,IDIS
70248	DSCOTT49	WTYD,IDIS
70248	ebecerra	WTYD,IDIS
70248	glopez4	WTYD,IDIS
70248	gsanchez18	WTYD,IDIS
70248	kalonso1	WTYD,IDIS
70248	mguerrero4	WTYD,IDIS
70248	mjimenez2	WTYD,IDIS
70248	rgarcia32	WTYD,IDIS
70261	gburns1	WTYR,RESR
70290	ccebula	WTYD,RESD,CSLD
70290	ddecarlo	WTYD,RESD,CSLD
70290	DSCOTT42	WTYD,RESD,CSLD
70290	dtrollinge	WTYD,RESD,CSLD
70290	elindholm	WTYD,RESD,CSLD
70290	jenglehart	WTYD,RESD,CSLD
70290	rgibson6	WTYD,RESD,CSLD
70363	jjensen7	RESR
70399	alynch	WTYD,RESD,CSLD
70399	astreeter	WTYD,RESD,CSLD
70399	baughey	WTYD,RESD,CSLD
70399	hpayne	WTYD,RESD,CSLD
70399	jayan	WTYD,RESD,CSLD
70399	jfrederick	WTYD,RESD,CSLD
70399	MFARINA2	WTYD,RESD,CSLD
70399	pbarbieri	WTYD,RESD,CSLD
70441	kdepersio	WTYR,RESR
70441	KSUNDERLAND	WTYR,RESR
70533	bklinefel2	WTYR,RESR,CMLR
70533	nwiley2	WTYR,RESR,CMLR
70546	vrisk2	WTYR,RESR,CMLR
70574	banderso34	RESD
70574	bdamico	RESD
70574	bschmutte1	RESD
70574	edebord	RESD
70574	lreynolds	RESD
70574	rruth74	RESD
70574	thoveln	RESD
70586	malspach	WTYR,RESR
70601	jholt1	CMLR
70671	mkramer	WTYR,RESR
70705	cschierhol	WTYD,RESD
70706	apikula	RESD
70713	sparsons1	RESD
70714	dchamberl2	RESD
70714	jwright30	RESD
70716	jdavies	WTYD,RESD
70716	jpenney	WTYD,RESD
70717	mcashen	RESD,CSLD
70720	jrodrigue4	RESD,CSLD
70723	schaouate	RESD,CSLD
70724	sgaulin	RESD,CSLD
70726	gfriesen3	RESD,CSLD
70735	cszunyog1	RESD,CSLD
70752	rfouche2	IDIS
70770	cfitch2	WTYR,RESR,CMLR
70827	mkopliner	RESD,CSLD
70832	dlowther1	IDIS
70856	sritchey2	WTYR,RESR
70858	amartin14	WTYD,RESD,CSLD
70858	ddiaugust1	WTYD,RESD,CSLD
70858	dpeirce	WTYD,RESD,CSLD
70858	dsmith165	WTYD,RESD,CSLD
70858	ffote	WTYD,RESD,CSLD
70858	gbennett	WTYD,RESD,CSLD
70858	jkelly25	WTYD,RESD,CSLD
70858	jvergari	WTYD,RESD,CSLD
70858	khaynie	WTYD,RESD,CSLD
70858	msullivan	WTYD,RESD,CSLD
70858	pjackson2	WTYD,RESD,CSLD
70858	rjam	WTYD,RESD,CSLD
70858	smcketa	WTYD,RESD,CSLD
70858	trenard	WTYD,RESD,CSLD
70945	lhale5	WTYR,RESR
70989	lbonner1	WTYR,RESR
71018	laguilar	WTYR,RESR
71026	kriedel	WTYR,RESR
71112	jpritchet1	WTYR,RESR
71120	jkong	WTYR,RESR
71146	rstewart10	WTYR,RESR
71177	cbean1	WTYD,RESD,CSLD
71187	dgalarneau	WTYR,RESR
71209	dschwartz	WTYR,CEGR
71294	abain	WTYD,RESD,CSLD
71294	acourtney	WTYD,RESD,CSLD
71294	dwheaton	WTYD,RESD,CSLD
71294	jbonk3	WTYD,RESD,CSLD
71294	smarsh3	WTYD,RESD,CSLD
71361	erentz	WTYR,RESR
71446	jtobik1	INTR
71446	sedwards18	INTR
71485	ngarner	WTYR,RESR
71656	JWOLEK3	WTYR,RESR
71746	lfowler6	WTYR,RESR
71747	dcafiero	WTYR,RESR
71747	hsahadat1	WTYR,RESR
71747	mgaborik	WTYR,RESR
71753	cbeland	WTYD,RESD,CSLD
71765	mgreulich	WTYD,RESD
71888	ppellegrin	WTYR,RESR
71920	jgrinere	WTYR,RESR
71987	mtrausch1	WTYR,RESR
72101	cfarthing	CEGR
72332	jhughes27	WTYR,RESR
72420	RSOLAR	WTYR,RESR
72421	sfox7	WTYR,RESR
72443	jhinerman	WTYR,RESR
72531	bjohnson58	WTYR,RESR,CMLR
72704	bsantos2	WTYR,RESR
72807	esanguinet	IDIS
72893	bparry1	WTYR,CEGR
72900	jlee65	IDIS
72999	ehopper1	WTYR,RESR
72999	jpickett	WTYR,RESR
72999	smueller4	WTYR,RESR
73070	jgeiges	WTYR,RESR
73159	mdennis	WTYD,RESD,CSLD
